,expt_n,environment,environment_info,data_file,model_file,version_prefix,test_info,test_cases,test_rounds,results_folder,test_file,train_sample_rate,test_sample_rate,RF_Pr,RF_Rc,RF_F1,RF_F05,RF_Pr_sd,RF_Rc_sd,RF_F1_sd,RF_F05_sd,A2C_Pr,A2C_Rc,A2C_F1,A2C_F05,A2C_Pr_sd,A2C_Rc_sd,A2C_F1_sd,A2C_F05_sd,DQN_Pr,DQN_Rc,DQN_F1,DQN_F05,DQN_Pr_sd,DQN_Rc_sd,DQN_F1_sd,DQN_F05_sd,PPO_Pr,PPO_Rc,PPO_F1,PPO_F05,PPO_Pr_sd,PPO_Rc_sd,PPO_F1_sd,PPO_F05_sd,model_file_tested
0,0,SS,Simulated Dasic 2006 - simple (NT) state - NBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,models/RF_Model_Dasic_NoNBD.mdl,Dasic_SS_NT,Separate test set.,40,10,results/Fbeta,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,1,0.65,0.786743143,0.901662474,0,0.052704628,0.039519377,0.02119117,0,0,0,0,0,0,0,0,0.502631579,0.99,0.666686148,0.557500881,0.010284831,0.021081851,0.01201375,0.010795086,0.216666667,0.04,0.066482213,0.111607143,0.200770122,0.039440532,0.063934419,0.103697925,models/RF_Model_Dasic_NoNBD.mdl
1,1,SS,Simulated Dasic 2006 - simple (NT) state - LBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,models/RF_Model_Dasic_LowNBD.mdl,Dasic_SS_NT,Separate test set.,40,10,results/Fbeta,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,0.908684706,0.965,0.934875347,0.918736913,0.048155449,0.04116363,0.02999317,0.039194369,0.500837723,0.44,0.465994978,0.485543858,0.122456856,0.144913767,0.132917792,0.126196517,0.35,0.025,0.046320346,0.095238095,0.474341649,0.035355339,0.064984749,0.131462451,0.25,0.04,0.068511199,0.120287698,0.19245009,0.031622777,0.053414101,0.092002041,models/RF_Model_Dasic_LowNBD.mdl
2,2,SS,Simulated Dasic 2006 - simple (NT) state - HBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,models/RF_Model_Dasic_HighNBD.mdl,Dasic_SS_NT,Separate test set.,40,10,results/Fbeta,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,0.903090533,0.97,0.934931529,0.915473138,0.031122611,0.034960295,0.025788536,0.027713956,0.513577622,0.535,0.521229974,0.515921471,0.110308482,0.088349055,0.090342658,0.100521465,0.416666667,0.03,0.055053642,0.111607143,0.466468212,0.034960295,0.062726974,0.122561003,0.395923521,0.125,0.1870125,0.2702792,0.152596132,0.042491829,0.064272322,0.097023396,models/RF_Model_Dasic_HighNBD.mdl
3,3,SS,PHM C01 simple (NT) NBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,models/RF_Model_PHM_C01_SS_NoNBD.mdl,PHM_C01_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.836586873,0.99,0.905661754,0.862686527,0.070527496,0.021081851,0.045863151,0.061455739,0,0,0,0,0,0,0,0,0.098571429,0.03,0.045891738,0.067424242,0.109444416,0.034960295,0.05274555,0.076235864,0.544645542,0.69,0.60743434,0.567896814,0.0760395,0.110050493,0.085042294,0.078327978,models/RF_Model_PHM_C01_SS_NoNBD.mdl
4,4,SS,PHM C01 simple (NT) LBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,models/RF_Model_PHM_C01_SS_LowNBD.mdl,PHM_C01_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.900331159,0.85,0.873244933,0.888968115,0.043446276,0.066666667,0.047089433,0.041389413,0.583187391,0.76,0.658505247,0.610911802,0.077469456,0.065828059,0.069037743,0.074274123,0.01,0.005,0.006666667,0.008333333,0.031622777,0.015811388,0.021081851,0.026352314,0.551048265,0.465,0.500424608,0.528571036,0.122289407,0.137537874,0.118802291,0.1174625,models/RF_Model_PHM_C01_SS_LowNBD.mdl
5,5,SS,PHM C01 simple (NT) HBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,models/RF_Model_PHM_C01_SS_HighNBD.mdl,PHM_C01_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.750467856,0.94,0.833974932,0.781667668,0.034831482,0.031622777,0.023974445,0.030159741,0.486856295,0.42,0.450364008,0.471392104,0.079407171,0.08232726,0.079906372,0.079191977,0.233333333,0.015,0.027743271,0.057291667,0.417221852,0.024152295,0.044727738,0.093331111,0.368849206,0.155,0.212477626,0.27931817,0.205539148,0.109163486,0.137811849,0.166770467,models/RF_Model_PHM_C01_SS_HighNBD.mdl
6,6,SS,PHM C04 simple (NT) NBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,models/RF_Model_PHM_C04_SS_NoNBD.mdl,PHM_C04_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.8623073,0.96,0.906573152,0.879057285,0.065533958,0.039440532,0.033997192,0.052044452,0.543217458,0.69,0.602162942,0.564130622,0.042503099,0.154200447,0.083470754,0.054066435,0.316871921,0.45,0.37178282,0.336753167,0.020233695,0.033333333,0.024487071,0.021612596,0.62,0.08,0.13707397,0.244890873,0.335253727,0.053748385,0.085085012,0.132606243,models/RF_Model_PHM_C04_SS_NoNBD.mdl
7,7,SS,PHM C04 simple (NT) LBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,models/RF_Model_PHM_C04_SS_LowNBD.mdl,PHM_C04_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.704670681,0.985,0.821238964,0.747037736,0.032367,0.024152295,0.026412208,0.030329732,0.438444118,0.46,0.446110296,0.440783147,0.055720351,0.084327404,0.056942357,0.05216745,0.501418828,0.97,0.660915366,0.554974529,0.011468489,0.034960295,0.014598805,0.01209806,0.483534799,0.3,0.366829081,0.427081987,0.113544003,0.078173596,0.08463813,0.094647651,models/RF_Model_PHM_C04_SS_LowNBD.mdl
8,8,SS,PHM C04 simple (NT) HBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,models/RF_Model_PHM_C04_SS_HighNBD.mdl,PHM_C04_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.707867643,0.745,0.72516576,0.714508038,0.045114498,0.086442017,0.063080977,0.051512487,0.436496942,0.465,0.447389899,0.440066958,0.089628571,0.143468928,0.113543838,0.098452286,0.366666667,0.025,0.045962733,0.09375,0.483045892,0.035355339,0.063535557,0.124710312,0.461235431,0.215,0.289078214,0.369056638,0.201290147,0.12030055,0.148461492,0.173476795,models/RF_Model_PHM_C04_SS_HighNBD.mdl
9,9,SS,PHM C06 simple (NT) NBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,models/RF_Model_PHM_C06_SS_NoNBD.mdl,PHM_C06_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,1,0.69,0.81366987,0.915013049,0,0.09067647,0.060111691,0.029401931,0.519627241,0.545,0.528649463,0.522396013,0.071519753,0.130064087,0.094534278,0.078663423,0.505332458,0.98,0.666725112,0.559498641,0.014049129,0.025819889,0.016118042,0.014705933,0.535900381,0.755,0.625960135,0.568492032,0.031103324,0.095597536,0.052343169,0.03780632,models/RF_Model_PHM_C06_SS_NoNBD.mdl
10,10,SS,PHM C06 simple (NT) LBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,models/RF_Model_PHM_C06_SS_LowNBD.mdl,PHM_C06_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.977777778,0.835,0.89820753,0.943456302,0.038844772,0.088349055,0.057653432,0.038989713,0.442643745,0.415,0.425874915,0.435070798,0.077119022,0.105540935,0.086557036,0.078980266,0.498652296,0.975,0.659731151,0.552612923,0.014446163,0.042491829,0.021087416,0.01638841,0.377698413,0.145,0.205050491,0.277037546,0.161033639,0.068516016,0.087675854,0.107058818,models/RF_Model_PHM_C06_SS_LowNBD.mdl
11,11,SS,PHM C06 simple (NT) HBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,models/RF_Model_PHM_C06_SS_HighNBD.mdl,PHM_C06_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.713507782,0.905,0.796772859,0.744429394,0.056253734,0.028382311,0.03800281,0.049491181,0.47200188,0.37,0.413249659,0.446113722,0.087556332,0.085634884,0.083173729,0.084390489,0.50541118,0.975,0.665577774,0.559227208,0.012837614,0.026352314,0.013607326,0.012964902,0.479166667,0.125,0.188369719,0.278124653,0.288473914,0.092044675,0.12676191,0.163148814,models/RF_Model_PHM_C06_SS_HighNBD.mdl
12,12,MS,PHM C01 complex multi-variate state NBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,models/RF_Model_PHM_C01_MS_NoNBD.mdl,PHM_C01_MS,Separate test set.,40,10,results/Fbeta,,100,70,0.835297007,0.905,0.867897838,0.847862739,0.034233532,0.049721446,0.031399919,0.030919168,0.533435862,0.365,0.422397495,0.477791272,0.078285344,0.143468928,0.115831972,0.090670763,0.233333333,0.015,0.027743271,0.057291667,0.417221852,0.024152295,0.044727738,0.093331111,0.487709545,0.35,0.402683723,0.447254829,0.130201195,0.133333333,0.134862336,0.132808486,models/RF_Model_PHM_C01_MS_NoNBD.mdl
13,13,MS,PHM C04 complex multi-variate state NBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,models/RF_Model_PHM_C04_MS_NoNBD.mdl,PHM_C04_MS,Separate test set.,40,10,results/Fbeta,,100,70,0.767291154,0.645,0.695779172,0.735259993,0.095694886,0.089597867,0.066697844,0.072739703,0.493042635,0.385,0.427896603,0.463350857,0.086833324,0.085146932,0.069474733,0.07347682,0.498577525,0.965,0.657389236,0.551901909,0.018175943,0.047434165,0.026105266,0.020635957,0.48215322,0.39,0.429086507,0.458734472,0.072327738,0.09067647,0.079945509,0.07415121,models/RF_Model_PHM_C04_MS_NoNBD.mdl
14,14,MS,PHM C06 complex multi-variate state NBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,models/RF_Model_PHM_C06_MS_NoNBD.mdl,PHM_C06_MS,Separate test set.,40,10,results/C06MS,,100,70,1,0.585,0.737658847,0.875204248,0,0.033747428,0.026698739,0.014974345,0.498717949,0.995,0.66440678,0.553977273,0.004054202,0.015811388,0.00714639,0.004990969,0.95,0.12,0.209212527,0.384943182,0.112491426,0.048304589,0.066611491,0.075467433,0.583769841,0.17,0.255886328,0.376165848,0.225327607,0.067494856,0.092623604,0.12517709,models/RF_Model_PHM_C06_MS_NoNBD.mdl
