,expt_n,environment,environment_info,data_file,model_file,version_prefix,test_info,test_cases,test_rounds,results_folder,test_file,train_sample_rate,test_sample_rate,RF_Pr,RF_Rc,RF_F1,RF_F05,RF_Pr_sd,RF_Rc_sd,RF_F1_sd,RF_F05_sd,A2C_Pr,A2C_Rc,A2C_F1,A2C_F05,A2C_Pr_sd,A2C_Rc_sd,A2C_F1_sd,A2C_F05_sd,DQN_Pr,DQN_Rc,DQN_F1,DQN_F05,DQN_Pr_sd,DQN_Rc_sd,DQN_F1_sd,DQN_F05_sd,PPO_Pr,PPO_Rc,PPO_F1,PPO_F05,PPO_Pr_sd,PPO_Rc_sd,PPO_F1_sd,PPO_F05_sd,model_file_tested
0,0,SS,Simulated Dasic 2006 - simple (NT) state - NBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,models/RF_Model_Dasic_NoNBD.mdl,Dasic_SS_NT,Separate test set.,40,10,results/Fbeta,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,1.0,0.5900000000000001,0.7401975159565292,0.8759083677330581,0.0,0.06582805886043833,0.05212805014921436,0.029398609446633143,0.5258610543826356,0.61,0.5621341341233083,0.5392367405778602,0.07753330859557593,0.039440531887330765,0.050884402487924786,0.06661376820075154,0.01911597174755069,0.02,0.01953006343250244,0.01927528490028489,0.032741268301681066,0.03496029493900506,0.033772845407025485,0.03313622768512132,0.346547619047619,0.09,0.1412829537612146,0.2169070512820513,0.22459788119849014,0.05163977794943222,0.0824434523735303,0.1309447589230608,models/RF_Model_Dasic_NoNBD.mdl
1,1,SS,Simulated Dasic 2006 - simple (NT) state - LBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,models/RF_Model_Dasic_LowNBD.mdl,Dasic_SS_NT,Separate test set.,40,10,results/Fbeta,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,0.9606349206349206,0.93,0.9440469372305058,0.9536740523968786,0.038003637668287876,0.0421637021355784,0.023672270546158315,0.02850276331985949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05583333333333333,0.025,0.03449917898193759,0.0447344322344322,0.05914992807915785,0.026352313834736497,0.0363826568292676,0.04725125351398091,0.2713095238095238,0.08,0.12249409849409847,0.18124514374514372,0.19333213601161814,0.058689389538863365,0.0879958241423028,0.1280784080754108,models/RF_Model_Dasic_LowNBD.mdl
2,2,SS,Simulated Dasic 2006 - simple (NT) state - HBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,models/RF_Model_Dasic_HighNBD.mdl,Dasic_SS_NT,Separate test set.,40,10,results/Fbeta,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,0.8814135140222097,0.985,0.9297559502324108,0.9000160519557072,0.04674418207325432,0.024152294576982425,0.03041210787820157,0.04014364255265132,0.5090456110172099,0.605,0.549052440334661,0.5235109143536911,0.05100470841108033,0.11654755824698058,0.06732844836662312,0.05277925949343115,0.35,0.030000000000000006,0.054978354978354974,0.11011904761904759,0.4116363011742823,0.03496029493900505,0.06385342529117577,0.12708484349126883,0.2583333333333333,0.05500000000000001,0.09008361204013375,0.14678030303030304,0.21477090866753007,0.04972144630058766,0.0801468677903941,0.12731081469632177,models/RF_Model_Dasic_HighNBD.mdl
3,3,SS,PHM C01 simple (NT) NBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,models/RF_Model_PHM_C01_SS_NoNBD.mdl,PHM_C01_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.9632034632034632,0.985,0.9730089764749585,0.9668698903753251,0.041884344224242365,0.033747427885527634,0.02143434645816971,0.03166586021872468,0.47372861380369724,0.6900000000000001,0.5609977935230036,0.5050448300701851,0.05873311685387436,0.10488088481701517,0.07433682243738096,0.06385796987411009,0.5039136302294197,0.9800000000000001,0.6654567453115547,0.5580944410886272,0.012461864056212132,0.03496029493900507,0.016703438557934533,0.013594415478835211,0.4679753062031969,0.38,0.41458465716094456,0.44347261033600044,0.12082837852402364,0.1456784892227477,0.12821574819851214,0.12130406525315136,models/RF_Model_PHM_C01_SS_NoNBD.mdl
4,4,SS,PHM C01 simple (NT) LBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,models/RF_Model_PHM_C01_SS_LowNBD.mdl,PHM_C01_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.8915518869637863,0.885,0.8871464914959855,0.8895197284599459,0.06157341511198672,0.06258327785172865,0.05285329183526224,0.05606937969508471,0.5289774961021091,0.9400000000000001,0.6765009614631229,0.5794740985187145,0.027692908807167158,0.04594682917363406,0.028950601048600748,0.027938568481853363,0.505264981580771,0.9800000000000001,0.6666471848821353,0.5594252323903486,0.009203266700383723,0.025819888974716126,0.01081407714462057,0.009469780198927172,0.42419575522516695,0.3,0.3487733085604602,0.3893305142943385,0.09311654976419458,0.09718253158075502,0.09296680968919051,0.09089922774161487,models/RF_Model_PHM_C01_SS_LowNBD.mdl
5,5,SS,PHM C01 simple (NT) HBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,models/RF_Model_PHM_C01_SS_HighNBD.mdl,PHM_C01_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.7373044363044363,0.95,0.8298376690120447,0.7716565596875317,0.02902628486511136,0.033333333333333326,0.024934810557458942,0.026909423388186263,0.5,1.0,0.6666666666666666,0.5555555555555556,0.0,0.0,0.0,0.0,0.6525883256528417,0.985,0.784892156862745,0.6997474747474747,0.015747569717328012,0.024152294576982425,0.014799444561023048,0.0150606254858789,0.5053617536051241,0.475,0.48623638137960307,0.49646183065300703,0.0773708035662212,0.12076147288491197,0.09515193688976414,0.08221623687225316,models/RF_Model_PHM_C01_SS_HighNBD.mdl
6,6,SS,PHM C04 simple (NT) NBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,models/RF_Model_PHM_C04_SS_NoNBD.mdl,PHM_C04_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.9198136645962732,0.9550000000000001,0.9366817923993193,0.9264010989010989,0.058001060273864494,0.04377975178854565,0.047540253825181226,0.05337884516338784,0.48744325849589004,0.52,0.498184328871892,0.4903396116202011,0.0743340918751776,0.12292725943057184,0.08698140150007047,0.07502586315720271,0.6460483870967741,0.985,0.7802171945701357,0.6937580437580436,0.015655150218677825,0.024152294576982435,0.016902758747094446,0.0159319423644238,0.49317254812610845,0.425,0.4523804876845923,0.474585794058048,0.10163738438145513,0.11606990230986768,0.10502843515764691,0.10052595655179256,models/RF_Model_PHM_C04_SS_NoNBD.mdl
7,7,SS,PHM C04 simple (NT) LBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,models/RF_Model_PHM_C04_SS_LowNBD.mdl,PHM_C04_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.7576980056980057,0.9800000000000001,0.8543400704547791,0.7935573669818317,0.03390502467321586,0.025819888974716137,0.027505472711827808,0.03143581239143575,0.5303670631278654,0.5599999999999999,0.5420839190341683,0.5344138530551574,0.0816417405742087,0.10488088481701513,0.08053602158489179,0.07843736166042499,0.4948024948024948,0.9650000000000001,0.6539972813389405,0.5481590733115123,0.006712931894996749,0.04116363011742822,0.013844513583430331,0.008431363682318182,0.5550928724586013,0.545,0.5462350291741682,0.5506301857864357,0.08857333901333417,0.1234908903522847,0.09364528431491508,0.08714103378154466,models/RF_Model_PHM_C04_SS_LowNBD.mdl
8,8,SS,PHM C04 simple (NT) HBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,models/RF_Model_PHM_C04_SS_HighNBD.mdl,PHM_C04_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.7588917113756258,0.78,0.7672069179483276,0.7617113411950368,0.04241144776787117,0.07888106377466157,0.04783497325071917,0.040266300832196365,0.44610799066176643,0.385,0.4083722595586126,0.4285602813779974,0.06381995104938201,0.1248332220738267,0.09544403724171262,0.07552852792788511,0.3,0.02,0.03722943722943722,0.07738095238095237,0.48304589153964794,0.03496029493900506,0.0644102569856561,0.1310124922160252,0.5407142857142857,0.125,0.18706349206349204,0.27873931623931625,0.32265287118426006,0.11606990230986766,0.1514850764353361,0.18038475234503756,models/RF_Model_PHM_C04_SS_HighNBD.mdl
9,9,SS,PHM C06 simple (NT) NBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,models/RF_Model_PHM_C06_SS_NoNBD.mdl,PHM_C06_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.9875,0.53,0.6860607646840716,0.8377436627485002,0.03952847075210475,0.09775252199076788,0.08962193605459587,0.06814541096647476,0.4900921688278667,0.495,0.4909174220312531,0.4900566680945242,0.0883982315988098,0.09264628073124866,0.08426583138064818,0.08539820749749347,0.3333333333333333,0.02,0.0372670807453416,0.07812499999999999,0.47140452079103173,0.025819888974716113,0.04817095477326471,0.10197343858047507,0.29428571428571426,0.05500000000000001,0.09125193968672228,0.15292658730158729,0.24265267873932517,0.043779751788545665,0.07247009148344795,0.12161133209100838,models/RF_Model_PHM_C06_SS_NoNBD.mdl
