,expt_n,environment,environment_info,data_file,model_file,version_prefix,test_info,test_cases,test_rounds,results_folder,test_file,train_sample_rate,test_sample_rate,RF_Pr,RF_Rc,RF_F1,RF_F05,RF_Pr_sd,RF_Rc_sd,RF_F1_sd,RF_F05_sd,A2C_Pr,A2C_Rc,A2C_F1,A2C_F05,A2C_Pr_sd,A2C_Rc_sd,A2C_F1_sd,A2C_F05_sd,DQN_Pr,DQN_Rc,DQN_F1,DQN_F05,DQN_Pr_sd,DQN_Rc_sd,DQN_F1_sd,DQN_F05_sd,PPO_Pr,PPO_Rc,PPO_F1,PPO_F05,PPO_Pr_sd,PPO_Rc_sd,PPO_F1_sd,PPO_F05_sd,model_file_tested
0,0,SS,Simulated Dasic 2006 - simple (NT) state - NBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,models/RF_Model_Dasic_NoNBD.mdl,Dasic_SS_NT,Separate test set.,40,10,results/Fbeta,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,1.0,0.655,0.7905310217928814,0.9037049578603373,0.0,0.04972144630058762,0.03736275789347042,0.020078345344006897,0.5401466021191086,0.515,0.5248401099984823,0.5333283657871364,0.10615579562832267,0.14346892811104894,0.12044152091348029,0.11058253793745558,0.21666666666666665,0.02,0.036006022962544695,0.06994047619047618,0.3689323936863109,0.03496029493900506,0.06201806850567946,0.11739301549463518,0.5846336996336996,0.38,0.458649414311179,0.5258277433780529,0.08144199190713415,0.08563488385776753,0.08583138953849605,0.08330701342811256,models/RF_Model_Dasic_NoNBD.mdl
1,1,SS,Simulated Dasic 2006 - simple (NT) state - LBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,models/RF_Model_Dasic_LowNBD.mdl,Dasic_SS_NT,Separate test set.,40,10,results/Fbeta,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,0.9608589655958077,0.945,0.9521450436598062,0.9571815000619349,0.05065667035398256,0.04972144630058765,0.04203118656937751,0.04542281036009939,0.3865223665223665,0.16999999999999998,0.23252174038093032,0.30276861296598134,0.07199631524305695,0.04216370213557839,0.044025760980945364,0.04843742918209616,0.2833333333333333,0.025,0.04352314352314351,0.08225108225108223,0.416110740246089,0.03535533905932738,0.05881331218446994,0.10681957680793495,0.43047619047619046,0.13,0.19543851639503812,0.2853681041181041,0.21011160935318077,0.08232726023485645,0.11364503808296296,0.1499513785092533,models/RF_Model_Dasic_LowNBD.mdl
2,2,SS,Simulated Dasic 2006 - simple (NT) state - HBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,models/RF_Model_Dasic_HighNBD.mdl,Dasic_SS_NT,Separate test set.,40,10,results/Fbeta,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,0.9031138121984803,0.9650000000000001,0.9320912987560745,0.9142763024013023,0.02966518961564174,0.04743416490252572,0.023958726158971093,0.02365102778786843,0.524943689146139,0.5,0.510311243657812,0.5184885947385947,0.1126447423460789,0.11785113019775792,0.11177838927613101,0.1112149996702078,0.49865047233468285,0.985,0.6620494837327099,0.5532652102419544,0.009653290028733687,0.03374742788552765,0.015493715157965287,0.011356210889924365,0.4365476190476191,0.13999999999999999,0.20936385836385832,0.301486013986014,0.10319604478056427,0.056764621219754674,0.0742331527786638,0.08923503575057555,models/RF_Model_Dasic_HighNBD.mdl
3,3,SS,PHM C01 simple (NT) NBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,models/RF_Model_PHM_C01_SS_NoNBD.mdl,PHM_C01_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.8793566425946289,0.96,0.9168576280969928,0.893750140344968,0.04658234066553097,0.031622776601683805,0.024097814184550835,0.0365941971221045,0.5111199770993624,0.665,0.5738653388411133,0.5335921327841987,0.07179188185220993,0.1375378735718517,0.08821548054281046,0.07417523987050949,0.49851004851004854,0.97,0.6584802157351297,0.5521588392227927,0.02017655300387996,0.05374838498865698,0.029421288588361568,0.023054118766711283,0.5089505309505309,0.61,0.5526610725747358,0.5251429016071645,0.0884102576695257,0.13291601358251254,0.10313287369180155,0.0929303781517068,models/RF_Model_PHM_C01_SS_NoNBD.mdl
4,4,SS,PHM C01 simple (NT) LBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,models/RF_Model_PHM_C01_SS_LowNBD.mdl,PHM_C01_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.9568614718614719,0.9549999999999998,0.9548066600505625,0.9557540145040144,0.03457773671534632,0.04377975178854568,0.02048301196721138,0.02412141810704973,0.5002475061170714,0.49000000000000005,0.49243604572739397,0.496348764539554,0.05318580880023168,0.07378647873726216,0.05267724180465061,0.04858350383522709,0.5064777327935223,0.985,0.6689265536723163,0.5609657622739018,0.011028943230756256,0.024152294576982435,0.01399624575697333,0.011938009865188693,0.5177414690572585,0.495,0.5026729807217613,0.5106127309791103,0.05435179343076452,0.08959786703810407,0.05862553591452736,0.04960924068328006,models/RF_Model_PHM_C01_SS_LowNBD.mdl
5,5,SS,PHM C01 simple (NT) HBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,models/RF_Model_PHM_C01_SS_HighNBD.mdl,PHM_C01_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.8224016563146999,0.8949999999999999,0.8567260891878021,0.8357010582010581,0.039505957587474945,0.02838231060987736,0.02845200945113153,0.03452852320356609,0.5200203790513858,0.76,0.6158415996463555,0.5542868974632412,0.03367977606216479,0.08096638534327412,0.040713118937124385,0.03414076428098216,0.4935222672064777,0.97,0.6541398792129358,0.5472677354944796,0.009225611699823838,0.034960294939005085,0.015666404889465257,0.011126142552085444,0.3478039117745,0.21000000000000002,0.25769467243122607,0.30287771546478975,0.12078403316056655,0.09660917830792959,0.10297720357902236,0.109677118887566,models/RF_Model_PHM_C01_SS_HighNBD.mdl
6,6,SS,PHM C04 simple (NT) NBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,models/RF_Model_PHM_C04_SS_NoNBD.mdl,PHM_C04_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.8584063617541877,0.975,0.9119474994659338,0.8788361191809468,0.05237712481254497,0.026352313834736518,0.02957528540756217,0.04321059365936173,0.5080351606667396,0.975,0.6678745373076174,0.5618057652941373,0.014064712625834924,0.02635231383473651,0.015604302703411036,0.014520535086245474,0.25,0.02,0.036796536796536786,0.07440476190476189,0.42491829279939874,0.03496029493900506,0.06399024025582027,0.12801079266432477,0.5324105652801305,0.575,0.5515019539773995,0.5395862309992745,0.08320879636952766,0.08897565210026091,0.07970850950934304,0.08059396242001626,models/RF_Model_PHM_C04_SS_NoNBD.mdl
7,7,SS,PHM C04 simple (NT) LBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,models/RF_Model_PHM_C04_SS_LowNBD.mdl,PHM_C04_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.7372646625405246,0.9650000000000001,0.8353883413034993,0.7735282530698597,0.022076329999077948,0.041163630117428275,0.02127078842901579,0.020336604205258978,0.03333333333333333,0.005,0.00869565217391304,0.015625,0.10540925533894598,0.015811388300841896,0.027498066610159813,0.04941058844013093,0.35,0.025,0.04632034632034631,0.0952380952380952,0.4743416490252569,0.035355339059327376,0.06498474931036559,0.13146245058315428,0.41373015873015867,0.125,0.1892243835347283,0.2775703463203463,0.18785380661062015,0.0485912657903775,0.07096388037359448,0.10759439609072678,models/RF_Model_PHM_C04_SS_LowNBD.mdl
8,8,SS,PHM C04 simple (NT) HBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,models/RF_Model_PHM_C04_SS_HighNBD.mdl,PHM_C04_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,0.8425229070894705,0.8,0.8196881757408073,0.8329819023569025,0.04023507330437759,0.0666666666666667,0.045653455818831346,0.03943608966422293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4987179487179487,0.985,0.6621274108708357,0.5533386187455955,0.007277515540994208,0.024152294576982425,0.01092990040078678,0.008292583634388078,0.4250747863247863,0.32999999999999996,0.36818352699931645,0.39917392319246536,0.12443865941311989,0.13165611772087668,0.12659927749512595,0.12439132670415036,models/RF_Model_PHM_C04_SS_HighNBD.mdl
9,9,SS,PHM C06 simple (NT) NBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,models/RF_Model_PHM_C06_SS_NoNBD.mdl,PHM_C06_SS_NT,Separate test set.,40,10,results/Fbeta,,100,70,1.0,0.5549999999999999,0.7115802069639667,0.8592582866479926,0.0,0.06851601597031488,0.05668148806714171,0.033286602863155094,0.4215419267122053,0.425,0.41934161031157274,0.41970373253863497,0.07749671707426627,0.13794121131039044,0.10127584562337938,0.08497369303727924,0.8534300177320773,0.9550000000000001,0.900308672231531,0.8713534430129257,0.02511935255874153,0.059860949986893244,0.029705082113060867,0.022379618715486264,0.14166666666666666,0.02,0.0348155467720685,0.06299603174603174,0.19265045427110777,0.025819888974716113,0.04498216637972161,0.08186778188800696,models/RF_Model_PHM_C06_SS_NoNBD.mdl
